X,Y,Z
Data Collection Paused.  Press send 's' to continue
0.01	-0.02	0.00	-0.06	-0.01	-0.02		-4.95	-0.28	8.80	-0.02	-0.02	0.02
0.01	-0.00	0.00	-0.06	-0.00	-0.02		-5.02	-0.31	8.76	-0.02	-0.02	0.02
0.03	-0.00	-0.00	-0.06	-0.00	-0.02		-5.01	-0.25	8.90	-0.01	-0.02	0.01
0.01	0.00	-0.01	-0.06	-0.00	-0.02		-5.06	-0.25	8.76	-0.02	-0.02	0.01
0.01	0.02	-0.01	-0.06	-0.00	-0.02		-4.90	-0.21	8.77	-0.01	-0.02	0.02
0.01	0.00	-0.00	-0.06	-0.00	-0.02		-5.10	-0.22	8.75	-0.02	-0.02	0.02
0.02	-0.00	-0.01	-0.06	-0.00	-0.02		-4.98	-0.17	8.82	-0.02	-0.02	0.01
0.01	-0.02	-0.00	-0.06	-0.00	-0.02		-5.16	-0.30	8.72	-0.02	-0.02	0.01
0.01	-0.02	0.01	-0.06	-0.01	-0.02		-5.01	-0.25	8.77	-0.02	-0.02	0.02
0.02	-0.01	-0.03	-0.06	-0.01	-0.02		-5.15	-0.30	8.74	-0.01	-0.02	0.01
0.01	-0.00	-0.02	-0.06	-0.00	-0.02		-5.01	-0.29	8.81	-0.02	-0.02	0.01
0.01	-0.01	0.02	-0.06	-0.00	-0.02		-5.10	-0.26	8.77	-0.02	-0.02	0.01
-0.00	0.00	0.03	-0.06	-0.00	-0.02		-4.98	-0.24	8.83	-0.02	-0.02	0.02
-0.01	-0.00	-0.01	-0.06	-0.00	-0.02		-5.14	-0.29	8.71	-0.01	-0.02	0.02
-0.01	-0.01	0.02	-0.06	-0.01	-0.02		-5.12	-0.26	8.68	-0.01	-0.02	0.02
0.00	0.00	0.01	-0.06	-0.00	-0.02		-5.07	-0.25	8.75	-0.01	-0.02	0.02
0.01	-0.00	0.00	-0.06	-0.00	-0.02		-5.12	-0.29	8.75	-0.02	-0.02	0.02
0.00	-0.00	-0.03	-0.06	-0.01	-0.02		-5.03	-0.28	8.81	-0.01	-0.02	0.01
0.00	-0.01	-0.02	-0.06	-0.01	-0.02		-5.19	-0.29	8.69	-0.01	-0.02	0.02
0.00	0.01	-0.02	-0.06	-0.00	-0.02		-4.99	-0.24	8.83	-0.02	-0.02	0.01
-0.00	0.02	-0.01	-0.06	-0.00	-0.02		-5.16	-0.31	8.77	-0.01	-0.02	0.01
0.00	-0.01	-0.00	-0.06	-0.01	-0.02		-4.93	-0.21	8.73	-0.02	-0.01	0.01
-0.00	0.00	-0.00	-0.06	-0.00	-0.02		-5.08	-0.27	8.86	-0.02	-0.02	0.01
0.01	0.00	0.00	-0.06	-0.00	-0.02		-4.98	-0.29	8.79	-0.01	-0.02	0.01
0.03	0.01	-0.01	-0.06	-0.00	-0.02		-5.07	-0.30	8.79	-0.02	-0.02	0.02
-0.00	-0.02	-0.00	-0.06	-0.01	-0.02		-4.99	-0.27	8.84	-0.01	-0.02	0.01
0.01	-0.02	-0.01	-0.06	-0.01	-0.02		-5.07	-0.25	8.69	-0.01	-0.02	0.02
0.00	-0.00	-0.02	-0.06	-0.00	-0.02		-5.02	-0.27	8.79	-0.01	-0.02	0.01
0.01	0.00	-0.03	-0.06	-0.01	-0.02		-5.05	-0.21	8.83	-0.02	-0.02	0.02
0.01	-0.01	-0.04	-0.06	-0.00	-0.02		-5.03	-0.25	8.71	-0.02	-0.02	0.02
0.00	-0.00	-0.01	-0.06	-0.00	-0.02		-5.04	-0.22	8.77	-0.02	-0.02	0.01
0.01	0.00	-0.02	-0.06	-0.00	-0.02		-5.07	-0.30	8.77	-0.01	-0.02	0.02
0.01	-0.01	-0.03	-0.06	-0.00	-0.02		-4.99	-0.26	8.76	-0.01	-0.02	0.01
0.02	-0.03	0.00	-0.06	-0.00	-0.02		-5.11	-0.31	8.78	-0.02	-0.02	0.02
0.04	-0.02	-0.01	-0.06	-0.00	-0.02		-4.99	-0.26	8.86	-0.01	-0.02	0.01
0.01	0.01	-0.01	-0.06	-0.00	-0.02		-5.10	-0.33	8.75	-0.02	-0.02	0.01
0.00	0.01	0.00	-0.06	-0.00	-0.02		-5.02	-0.30	8.78	-0.02	-0.02	0.02
0.02	0.00	-0.02	-0.06	-0.00	-0.02		-5.11	-0.29	8.70	-0.02	-0.01	0.01
0.03	-0.02	-0.00	-0.06	-0.00	-0.02		-5.05	-0.26	8.72	-0.02	-0.02	0.02
